codigo,codigo_global,numero_na_selecao,selecao,grupo,confederacao,ranking_fifa,jogador,posicao,clube,tipo,raridade,is_brilhante,rating_overall,pagina_album
CAM08,487,8,Camarões,F,CAF,43,Fall,LAT,Al-Ahly,Jogador,Normal,0,70,49
CAM09,488,9,Camarões,F,CAF,43,Osei,LAT,TP Mazembe,Jogador,Normal,0,68,49
CAM10,489,10,Camarões,F,CAF,43,Kamara,VOL,Kaizer Chiefs,Jogador,Normal,0,73,49
CAM11,490,11,Camarões,F,CAF,43,Diallo,MEI,Mamelodi Sundowns,Jogador,Normal,0,75,49
CAM12,491,12,Camarões,F,CAF,43,Coulibaly,MEI,Raja Casablanca,Jogador,Normal,0,73,49
CAM13,492,13,Camarões,F,CAF,43,Coulibaly,ATA,Espérance Tunis,Jogador,Normal,0,75,49
CAM14,493,14,Camarões,F,CAF,43,Cissé,ATA,TP Mazembe,Jogador,Normal,0,72,49
CAM15,494,15,Camarões,F,CAF,43,Mensah,ATA,TP Mazembe,Jogador,Normal,0,70,49
CAM16,495,16,Camarões,F,CAF,43,Kamara,ATA,Zamalek,Jogador,Normal,0,71,49
CAM17,496,17,Camarões,F,CAF,43,Diallo,ATA,Asante Kotoko,Jogador,Normal,0,72,49
CAM18,497,18,Camarões,F,CAF,43,Coulibaly,ATA,Raja Casablanca,Jogador,Normal,0,74,49
CAM19,498,19,Camarões,F,CAF,43,Estrela Camarões,ATA,Zamalek,Estrela,Brilhante,1,70,49
CAM20,499,20,Camarões,F,CAF,43,Estrela Camarões,ATA,Al-Ahly,Destaque,Brilhante,1,72,49
TUR01,500,1,Turquia,G,UEFA,36,Escudo Turquia,ESP,—,Escudo,Brilhante,1,,51
TUR02,501,2,Turquia,G,UEFA,36,Grupo G — Turquia,ESP,—,Grupo,Normal,0,,51
TUR03,502,3,Turquia,G,UEFA,36,Andersen,GOL,Sparta Praha,Goleiro,Normal,0,72,51
TUR04,503,4,Turquia,G,UEFA,36,Smith,GOL,Ajax,Goleiro,Normal,0,72,51
TUR05,504,5,Turquia,G,UEFA,36,Fischer,ZAG,Shakhtar,Jogador,Normal,0,72,51
TUR06,505,6,Turquia,G,UEFA,36,Andersen,ZAG,Anderlecht,Jogador,Normal,0,73,51
TUR07,506,7,Turquia,G,UEFA,36,Eriksen,ZAG,Slavia Praha,Jogador,Normal,0,70,51
TUR08,507,8,Turquia,G,UEFA,36,Hansen,LAT,Rangers,Jogador,Normal,0,76,51
TUR09,508,9,Turquia,G,UEFA,36,Rossi,LAT,Slavia Praha,Jogador,Normal,0,73,51
TUR10,509,10,Turquia,G,UEFA,36,Hansen,VOL,Feyenoord,Jogador,Normal,0,70,51
TUR11,510,11,Turquia,G,UEFA,36,Kovač,MEI,Feyenoord,Jogador,Normal,0,72,51
TUR12,511,12,Turquia,G,UEFA,36,Dembélé,MEI,Besiktas,Jogador,Normal,0,77,51
TUR13,512,13,Turquia,G,UEFA,36,Andersen,ATA,Benfica,Jogador,Normal,0,76,51
TUR14,513,14,Turquia,G,UEFA,36,Svensson,ATA,Benfica,Jogador,Normal,0,74,51
TUR15,514,15,Turquia,G,UEFA,36,Petrov,ATA,Sparta Praha,Jogador,Normal,0,75,51
TUR16,515,16,Turquia,G,UEFA,36,Rossi,ATA,Slavia Praha,Jogador,Normal,0,75,51
TUR17,516,17,Turquia,G,UEFA,36,Müller,ATA,Galatasaray,Jogador,Normal,0,71,51
TUR18,517,18,Turquia,G,UEFA,36,Renard,ATA,Shakhtar,Jogador,Normal,0,73,51
TUR19,518,19,Turquia,G,UEFA,36,Estrela Turquia,ATA,Benfica,Estrela,Brilhante,1,77,51
TUR20,519,20,Turquia,G,UEFA,36,Estrela Turquia,ATA,Shakhtar,Destaque,Brilhante,1,75,51
COS01,520,1,Costa Rica,G,CONCACAF,52,Escudo Costa Rica,ESP,—,Escudo,Brilhante,1,,53
COS02,521,2,Costa Rica,G,CONCACAF,52,Grupo G — Costa Rica,ESP,—,Grupo,Normal,0,,53
COS03,522,3,Costa Rica,G,CONCACAF,52,Hernández,GOL,Toronto FC,Goleiro,Normal,0,71,53
COS04,523,4,Costa Rica,G,CONCACAF,52,Buchanan,GOL,Chivas,Goleiro,Normal,0,69,53
COS05,524,5,Costa Rica,G,CONCACAF,52,Davies,ZAG,CF Montréal,Jogador,Normal,0,73,53
COS06,525,6,Costa Rica,G,CONCACAF,52,Lozano,ZAG,Toronto FC,Jogador,Normal,0,66,53
COS07,526,7,Costa Rica,G,CONCACAF,52,Millar,ZAG,LA Galaxy,Jogador,Normal,0,72,53
COS08,527,8,Costa Rica,G,CONCACAF,52,Moreno,LAT,Seattle Sounders,Jogador,Normal,0,72,53
COS09,528,9,Costa Rica,G,CONCACAF,52,Larin,LAT,CF Montréal,Jogador,Normal,0,68,53
COS10,529,10,Costa Rica,G,CONCACAF,52,Johnston,VOL,Seattle Sounders,Jogador,Normal,0,69,53
COS11,530,11,Costa Rica,G,CONCACAF,52,Davies,MEI,Cruz Azul,Jogador,Normal,0,74,53
COS12,531,12,Costa Rica,G,CONCACAF,52,Jiménez,MEI,Pumas,Jogador,Normal,0,67,53
COS13,532,13,Costa Rica,G,CONCACAF,52,Antuna,ATA,CF Montréal,Jogador,Normal,0,72,53
COS14,533,14,Costa Rica,G,CONCACAF,52,David,ATA,Toronto FC,Jogador,Normal,0,67,53
COS15,534,15,Costa Rica,G,CONCACAF,52,Hernández,ATA,CF Montréal,Jogador,Normal,0,72,53
COS16,535,16,Costa Rica,G,CONCACAF,52,Davies,ATA,Tigres UANL,Jogador,Normal,0,66,53
COS17,536,17,Costa Rica,G,CONCACAF,52,Antuna,ATA,León,Jogador,Normal,0,71,53
COS18,537,18,Costa Rica,G,CONCACAF,52,Moreno,ATA,León,Jogador,Normal,0,65,53
COS19,538,19,Costa Rica,G,CONCACAF,52,Estrela Costa Rica,ATA,Seattle Sounders,Estrela,Brilhante,1,72,53
COS20,539,20,Costa Rica,G,CONCACAF,52,Estrela Costa Rica,ATA,LA Galaxy,Destaque,Brilhante,1,67,53
SUÍ01,540,1,Suíça,G,UEFA,19,Escudo Suíça,ESP,—,Escudo,Brilhante,1,,55
SUÍ02,541,2,Suíça,G,UEFA,19,Grupo G — Suíça,ESP,—,Grupo,Normal,0,,55
SUÍ03,542,3,Suíça,G,UEFA,19,Andersen,GOL,Benfica,Goleiro,Normal,0,72,55
SUÍ04,543,4,Suíça,G,UEFA,19,Renard,GOL,Anderlecht,Goleiro,Normal,0,77,55
SUÍ05,544,5,Suíça,G,UEFA,19,Svensson,ZAG,Dynamo Kyiv,Jogador,Normal,0,77,55
SUÍ06,545,6,Suíça,G,UEFA,19,Fischer,ZAG,Anderlecht,Jogador,Normal,0,78,55
SUÍ07,546,7,Suíça,G,UEFA,19,Kovač,ZAG,Benfica,Jogador,Normal,0,74,55
SUÍ08,547,8,Suíça,G,UEFA,19,Svensson,LAT,Besiktas,Jogador,Normal,0,80,55
SUÍ09,548,9,Suíça,G,UEFA,19,Svensson,LAT,Feyenoord,Jogador,Normal,0,77,55
SUÍ10,549,10,Suíça,G,UEFA,19,Popescu,VOL,Anderlecht,Jogador,Normal,0,79,55
SUÍ11,550,11,Suíça,G,UEFA,19,Popescu,MEI,Besiktas,Jogador,Normal,0,81,55
SUÍ12,551,12,Suíça,G,UEFA,19,Novak,MEI,Galatasaray,Jogador,Normal,0,76,55
SUÍ13,552,13,Suíça,G,UEFA,19,Weber,ATA,Feyenoord,Jogador,Normal,0,76,55
SUÍ14,553,14,Suíça,G,UEFA,19,Eriksen,ATA,Ajax,Jogador,Normal,0,75,55
SUÍ15,554,15,Suíça,G,UEFA,19,Andersen,ATA,Galatasaray,Jogador,Normal,0,71,55
SUÍ16,555,16,Suíça,G,UEFA,19,Hansen,ATA,Ajax,Jogador,Normal,0,73,55
SUÍ17,556,17,Suíça,G,UEFA,19,Fischer,ATA,Feyenoord,Jogador,Normal,0,77,55
SUÍ18,557,18,Suíça,G,UEFA,19,Petrov,ATA,Benfica,Jogador,Normal,0,77,55
SUÍ19,558,19,Suíça,G,UEFA,19,Estrela Suíça,ATA,Ajax,Estrela,Brilhante,1,77,55
SUÍ20,559,20,Suíça,G,UEFA,19,Estrela Suíça,ATA,Ajax,Destaque,Brilhante,1,81,55
SÉR01,560,1,Sérvia,G,UEFA,33,Escudo Sérvia,ESP,—,Escudo,Brilhante,1,,57
SÉR02,561,2,Sérvia,G,UEFA,33,Grupo G — Sérvia,ESP,—,Grupo,Normal,0,,57
SÉR03,562,3,Sérvia,G,UEFA,33,Hansen,GOL,Feyenoord,Goleiro,Normal,0,72,57
SÉR04,563,4,Sérvia,G,UEFA,33,Smith,GOL,Feyenoord,Goleiro,Normal,0,67,57
SÉR05,564,5,Sérvia,G,UEFA,33,Müller,ZAG,Celtic,Jogador,Normal,0,73,57
SÉR06,565,6,Sérvia,G,UEFA,33,Smith,ZAG,Shakhtar,Jogador,Normal,0,77,57
SÉR07,566,7,Sérvia,G,UEFA,33,Fischer,ZAG,Benfica,Jogador,Normal,0,73,57
SÉR08,567,8,Sérvia,G,UEFA,33,Kovač,LAT,Rangers,Jogador,Normal,0,73,57
SÉR09,568,9,Sérvia,G,UEFA,33,Fischer,LAT,Anderlecht,Jogador,Normal,0,74,57
SÉR10,569,10,Sérvia,G,UEFA,33,Novak,VOL,Porto,Jogador,Normal,0,72,57
SÉR11,570,11,Sérvia,G,UEFA,33,Eriksen,MEI,Sparta Praha,Jogador,Normal,0,74,57
SÉR12,571,12,Sérvia,G,UEFA,33,Rossi,MEI,Sparta Praha,Jogador,Normal,0,69,57
SÉR13,572,13,Sérvia,G,UEFA,33,Dembélé,ATA,Anderlecht,Jogador,Normal,0,70,57
SÉR14,573,14,Sérvia,G,UEFA,33,Müller,ATA,Porto,Jogador,Normal,0,69,57
SÉR15,574,15,Sérvia,G,UEFA,33,Petrov,ATA,Benfica,Jogador,Normal,0,70,57
SÉR16,575,16,Sérvia,G,UEFA,33,Rossi,ATA,Celtic,Jogador,Normal,0,77,57
SÉR17,576,17,Sérvia,G,UEFA,33,Renard,ATA,Rangers,Jogador,Normal,0,76,57
SÉR18,577,18,Sérvia,G,UEFA,33,Svensson,ATA,Slavia Praha,Jogador,Normal,0,71,57
SÉR19,578,19,Sérvia,G,UEFA,33,Estrela Sérvia,ATA,Besiktas,Estrela,Brilhante,1,77,57
SÉR20,579,20,Sérvia,G,UEFA,33,Estrela Sérvia,ATA,Anderlecht,Destaque,Brilhante,1,77,57
BÉL01,580,1,Bélgica,H,UEFA,9,Escudo Bélgica,ESP,—,Escudo,Brilhante,1,,59
BÉL02,581,2,Bélgica,H,UEFA,9,Grupo H — Bélgica,ESP,—,Grupo,Normal,0,,59
BÉL03,582,3,Bélgica,H,UEFA,9,Koen Casteels,GOL,Wolfsburg,Goleiro,Normal,0,84,59
BÉL04,583,4,Bélgica,H,UEFA,9,Simon Mignolet,GOL,Club Brugge,Goleiro,Normal,0,83,59
BÉL05,584,5,Bélgica,H,UEFA,9,Wout Faes,ZAG,Leicester,Jogador,Normal,0,78,59
BÉL06,585,6,Bélgica,H,UEFA,9,Jan Vertonghen,ZAG,Anderlecht,Jogador,Normal,0,82,59
BÉL07,586,7,Bélgica,H,UEFA,9,Zeno Debast,ZAG,Sporting CP,Jogador,Normal,0,84,59
BÉL08,587,8,Bélgica,H,UEFA,9,Thomas Meunier,LAT,Trabzonspor,Jogador,Normal,0,84,59
BÉL09,588,9,Bélgica,H,UEFA,9,Arthur Theate,LAT,Rennes,Jogador,Normal,0,78,59
BÉL10,589,10,Bélgica,H,UEFA,9,Axel Witsel,VOL,Atlético Madrid,Jogador,Normal,0,83,59
BÉL11,590,11,Bélgica,H,UEFA,9,Youri Tielemans,MEI,Aston Villa,Jogador,Normal,0,83,59
BÉL12,591,12,Bélgica,H,UEFA,9,Leandro Trossard,ATA,Arsenal,Jogador,Normal,0,76,59
BÉL13,592,13,Bélgica,H,UEFA,9,Dries Mertens,ATA,Galatasaray,Jogador,Normal,0,82,59
BÉL14,593,14,Bélgica,H,UEFA,9,Lois Openda,ATA,Leipzig,Jogador,Normal,0,80,59
BÉL15,594,15,Bélgica,H,UEFA,9,Loïs Openda,ATA,Leipzig,Jogador,Normal,0,83,59
BÉL16,595,16,Bélgica,H,UEFA,9,Romelu Lukaku,ATA,Roma,Jogador,Normal,0,76,59
BÉL17,596,17,Bélgica,H,UEFA,9,Jeremy Doku,ATA,Manchester City,Jogador,Normal,0,82,59
BÉL18,597,18,Bélgica,H,UEFA,9,Charles De Ketelaere,MEI,Atalanta,Jogador,Normal,0,85,59
BÉL19,598,19,Bélgica,H,UEFA,9,Eden Hazard,ATA,Aposentado,Estrela,Brilhante,1,82,59
BÉL20,599,20,Bélgica,H,UEFA,9,Eden Hazard,ATA,Aposentado,Destaque,Brilhante,1,80,59
URU01,600,1,Uruguai,H,CONMEBOL,12,Escudo Uruguai,ESP,—,Escudo,Brilhante,1,,61
URU02,601,2,Uruguai,H,CONMEBOL,12,Grupo H — Uruguai,ESP,—,Grupo,Normal,0,,61
URU03,602,3,Uruguai,H,CONMEBOL,12,Sergio Rochet,GOL,Internacional,Goleiro,Normal,0,77,61
URU04,603,4,Uruguai,H,CONMEBOL,12,Sebastián Sosa,GOL,Independiente,Goleiro,Normal,0,81,61
URU05,604,5,Uruguai,H,CONMEBOL,12,José María Giménez,ZAG,Atlético Madrid,Jogador,Normal,0,83,61
URU06,605,6,Uruguai,H,CONMEBOL,12,Ronald Araújo,ZAG,Barcelona,Jogador,Normal,0,78,61
URU07,606,7,Uruguai,H,CONMEBOL,12,Sebastián Cáceres,ZAG,Club América,Jogador,Normal,0,77,61
URU08,607,8,Uruguai,H,CONMEBOL,12,Mathías Olivera,LAT,Napoli,Jogador,Normal,0,78,61
URU09,608,9,Uruguai,H,CONMEBOL,12,Nahitan Nández,LAT,Cagliari,Jogador,Normal,0,79,61
URU10,609,10,Uruguai,H,CONMEBOL,12,Rodrigo Bentancur,VOL,Tottenham,Jogador,Normal,0,79,61
URU11,610,11,Uruguai,H,CONMEBOL,12,Federico Valverde,MEI,Real Madrid,Jogador,Normal,0,82,61
URU12,611,12,Uruguai,H,CONMEBOL,12,Matías Vecino,VOL,Lazio,Jogador,Normal,0,80,61
URU13,612,13,Uruguai,H,CONMEBOL,12,Giorgian de Arrascaeta,MEI,Flamengo,Jogador,Normal,0,78,61
URU14,613,14,Uruguai,H,CONMEBOL,12,Facundo Torres,ATA,Orlando City,Jogador,Normal,0,81,61
URU15,614,15,Uruguai,H,CONMEBOL,12,Agustín Canobbio,ATA,Athletico PR,Jogador,Normal,0,79,61
URU16,615,16,Uruguai,H,CONMEBOL,12,Darwin Núñez,ATA,Liverpool,Jogador,Normal,0,79,61
URU17,616,17,Uruguai,H,CONMEBOL,12,Maximiliano Araújo,ATA,Sporting CP,Jogador,Normal,0,78,61
URU18,617,18,Uruguai,H,CONMEBOL,12,Manuel Ugarte,VOL,Manchester United,Jogador,Normal,0,80,61
URU19,618,19,Uruguai,H,CONMEBOL,12,Luis Suárez,ATA,Inter Miami,Estrela,Brilhante,1,83,61
URU20,619,20,Uruguai,H,CONMEBOL,12,Luis Suárez,ATA,Inter Miami,Destaque,Brilhante,1,83,61
GAN01,620,1,Gana,H,CAF,60,Escudo Gana,ESP,—,Escudo,Brilhante,1,,63
GAN02,621,2,Gana,H,CAF,60,Grupo H — Gana,ESP,—,Grupo,Normal,0,,63
GAN03,622,3,Gana,H,CAF,60,Traore,GOL,Raja Casablanca,Goleiro,Normal,0,67,63
GAN04,623,4,Gana,H,CAF,60,Mensah,GOL,Raja Casablanca,Goleiro,Normal,0,68,63
GAN05,624,5,Gana,H,CAF,60,Traore,ZAG,Asante Kotoko,Jogador,Normal,0,64,63
GAN06,625,6,Gana,H,CAF,60,Osei,ZAG,Wydad,Jogador,Normal,0,66,63
GAN07,626,7,Gana,H,CAF,60,Kamara,ZAG,Wydad,Jogador,Normal,0,65,63
GAN08,627,8,Gana,H,CAF,60,Diallo,LAT,Wydad,Jogador,Normal,0,68,63
GAN09,628,9,Gana,H,CAF,60,Touré,LAT,Mamelodi Sundowns,Jogador,Normal,0,65,63
GAN10,629,10,Gana,H,CAF,60,Traore,VOL,Kaizer Chiefs,Jogador,Normal,0,71,63
GAN11,630,11,Gana,H,CAF,60,Touré,MEI,TP Mazembe,Jogador,Normal,0,66,63
GAN12,631,12,Gana,H,CAF,60,Mbaye,MEI,Asante Kotoko,Jogador,Normal,0,67,63
GAN13,632,13,Gana,H,CAF,60,Ndiaye,ATA,Zamalek,Jogador,Normal,0,70,63
GAN14,633,14,Gana,H,CAF,60,Diallo,ATA,TP Mazembe,Jogador,Normal,0,70,63
GAN15,634,15,Gana,H,CAF,60,Coulibaly,ATA,Mamelodi Sundowns,Jogador,Normal,0,64,63
GAN16,635,16,Gana,H,CAF,60,Traore,ATA,Raja Casablanca,Jogador,Normal,0,67,63
GAN17,636,17,Gana,H,CAF,60,Kamara,ATA,Al-Ahly,Jogador,Normal,0,68,63
GAN18,637,18,Gana,H,CAF,60,Osei,ATA,Mamelodi Sundowns,Jogador,Normal,0,67,63
GAN19,638,19,Gana,H,CAF,60,Estrela Gana,ATA,Al-Ahly,Estrela,Brilhante,1,68,63
GAN20,639,20,Gana,H,CAF,60,Estrela Gana,ATA,Kaizer Chiefs,Destaque,Brilhante,1,72,63
PAR01,640,1,Paraguai,H,CONMEBOL,54,Escudo Paraguai,ESP,—,Escudo,Brilhante,1,,65
PAR02,641,2,Paraguai,H,CONMEBOL,54,Grupo H — Paraguai,ESP,—,Grupo,Normal,0,,65
PAR03,642,3,Paraguai,H,CONMEBOL,54,Flores,GOL,São Paulo,Goleiro,Normal,0,68,65
PAR04,643,4,Paraguai,H,CONMEBOL,54,Fernández,GOL,Corinthians,Goleiro,Normal,0,69,65
PAR05,644,5,Paraguai,H,CONMEBOL,54,Flores,ZAG,São Paulo,Jogador,Normal,0,65,65
PAR06,645,6,Paraguai,H,CONMEBOL,54,Sánchez,ZAG,Peñarol,Jogador,Normal,0,71,65
PAR07,646,7,Paraguai,H,CONMEBOL,54,López,ZAG,Peñarol,Jogador,Normal,0,72,65
PAR08,647,8,Paraguai,H,CONMEBOL,54,Santos,LAT,Boca Juniors,Jogador,Normal,0,65,65
PAR09,648,9,Paraguai,H,CONMEBOL,54,Martínez,LAT,Racing Club,Jogador,Normal,0,69,65
PAR10,649,10,Paraguai,H,CONMEBOL,54,Rodríguez,VOL,Independiente,Jogador,Normal,0,67,65
PAR11,650,11,Paraguai,H,CONMEBOL,54,Castillo,MEI,Santos,Jogador,Normal,0,63,65
PAR12,651,12,Paraguai,H,CONMEBOL,54,Sánchez,MEI,Palmeiras,Jogador,Normal,0,66,65
PAR13,652,13,Paraguai,H,CONMEBOL,54,Rodríguez,ATA,Peñarol,Jogador,Normal,0,68,65
PAR14,653,14,Paraguai,H,CONMEBOL,54,Vargas,ATA,Athletico PR,Jogador,Normal,0,68,65
PAR15,654,15,Paraguai,H,CONMEBOL,54,Ramírez,ATA,Flamengo,Jogador,Normal,0,68,65
PAR16,655,16,Paraguai,H,CONMEBOL,54,Castillo,ATA,Santos,Jogador,Normal,0,69,65
PAR17,656,17,Paraguai,H,CONMEBOL,54,Martínez,ATA,Flamengo,Jogador,Normal,0,64,65
PAR18,657,18,Paraguai,H,CONMEBOL,54,Ramírez,ATA,Peñarol,Jogador,Normal,0,67,65
PAR19,658,19,Paraguai,H,CONMEBOL,54,Estrela Paraguai,ATA,São Paulo,Estrela,Brilhante,1,69,65
PAR20,659,20,Paraguai,H,CONMEBOL,54,Estrela Paraguai,ATA,Flamengo,Destaque,Brilhante,1,71,65
POL01,660,1,Polônia,I,UEFA,29,Escudo Polônia,ESP,—,Escudo,Brilhante,1,,67
POL02,661,2,Polônia,I,UEFA,29,Grupo I — Polônia,ESP,—,Grupo,Normal,0,,67
POL03,662,3,Polônia,I,UEFA,29,Eriksen,GOL,Celtic,Goleiro,Normal,0,73,67
POL04,663,4,Polônia,I,UEFA,29,Petrov,GOL,Anderlecht,Goleiro,Normal,0,78,67
POL05,664,5,Polônia,I,UEFA,29,Fischer,ZAG,Benfica,Jogador,Normal,0,71,67
POL06,665,6,Polônia,I,UEFA,29,Svensson,ZAG,Dynamo Kyiv,Jogador,Normal,0,75,67
POL07,666,7,Polônia,I,UEFA,29,Petrov,ZAG,Celtic,Jogador,Normal,0,72,67
POL08,667,8,Polônia,I,UEFA,29,Renard,LAT,Benfica,Jogador,Normal,0,76,67
POL09,668,9,Polônia,I,UEFA,29,Rossi,LAT,Anderlecht,Jogador,Normal,0,72,67
POL10,669,10,Polônia,I,UEFA,29,Smith,VOL,Anderlecht,Jogador,Normal,0,80,67
POL11,670,11,Polônia,I,UEFA,29,Petrov,MEI,Celtic,Jogador,Normal,0,78,67
POL12,671,12,Polônia,I,UEFA,29,Eriksen,MEI,Besiktas,Jogador,Normal,0,81,67
POL13,672,13,Polônia,I,UEFA,29,Fischer,ATA,Anderlecht,Jogador,Normal,0,75,67
POL14,673,14,Polônia,I,UEFA,29,Weber,ATA,Celtic,Jogador,Normal,0,72,67
POL15,674,15,Polônia,I,UEFA,29,Dembélé,ATA,Ajax,Jogador,Normal,0,79,67
POL16,675,16,Polônia,I,UEFA,29,Smith,ATA,Sparta Praha,Jogador,Normal,0,75,67
POL17,676,17,Polônia,I,UEFA,29,Eriksen,ATA,Slavia Praha,Jogador,Normal,0,77,67
POL18,677,18,Polônia,I,UEFA,29,Renard,ATA,Galatasaray,Jogador,Normal,0,80,67
POL19,678,19,Polônia,I,UEFA,29,Estrela Polônia,ATA,Celtic,Estrela,Brilhante,1,77,67
POL20,679,20,Polônia,I,UEFA,29,Estrela Polônia,ATA,Sparta Praha,Destaque,Brilhante,1,78,67
COR01,680,1,Coreia do Sul,I,AFC,22,Escudo Coreia do Sul,ESP,—,Escudo,Brilhante,1,,69
COR02,681,2,Coreia do Sul,I,AFC,22,Grupo I — Coreia do Sul,ESP,—,Grupo,Normal,0,,69
COR03,682,3,Coreia do Sul,I,AFC,22,Al-Dawsari,GOL,Kashima Antlers,Goleiro,Normal,0,77,69
COR04,683,4,Coreia do Sul,I,AFC,22,Yoshida,GOL,Yokohama FM,Goleiro,Normal,0,78,69
COR05,684,5,Coreia do Sul,I,AFC,22,Kagawa,ZAG,Al-Ittihad,Jogador,Normal,0,74,69
COR06,685,6,Coreia do Sul,I,AFC,22,Endo,ZAG,Melbourne City,Jogador,Normal,0,75,69
COR07,686,7,Coreia do Sul,I,AFC,22,Salem,ZAG,Al-Ain,Jogador,Normal,0,80,69
COR08,687,8,Coreia do Sul,I,AFC,22,Endo,LAT,Ulsan,Jogador,Normal,0,75,69
COR09,688,9,Coreia do Sul,I,AFC,22,Al-Buraikan,LAT,Jeonbuk,Jogador,Normal,0,77,69
COR10,689,10,Coreia do Sul,I,AFC,22,Choi,VOL,Urawa Reds,Jogador,Normal,0,80,69
COR11,690,11,Coreia do Sul,I,AFC,22,Honda,MEI,Urawa Reds,Jogador,Normal,0,81,69
COR12,691,12,Coreia do Sul,I,AFC,22,Nishino,MEI,Ulsan,Jogador,Normal,0,74,69
COR13,692,13,Coreia do Sul,I,AFC,22,Salem,ATA,Melbourne City,Jogador,Normal,0,76,69
COR14,693,14,Coreia do Sul,I,AFC,22,Al-Buraikan,ATA,Ulsan,Jogador,Normal,0,78,69
COR15,694,15,Coreia do Sul,I,AFC,22,Morita,ATA,Al-Ittihad,Jogador,Normal,0,74,69
COR16,695,16,Coreia do Sul,I,AFC,22,Kim,ATA,Al-Ittihad,Jogador,Normal,0,77,69
COR17,696,17,Coreia do Sul,I,AFC,22,Yoshida,ATA,Jeonbuk,Jogador,Normal,0,77,69
COR18,697,18,Coreia do Sul,I,AFC,22,Lee,ATA,Melbourne City,Jogador,Normal,0,76,69
COR19,698,19,Coreia do Sul,I,AFC,22,Estrela Coreia do Sul,ATA,Al-Ain,Estrela,Brilhante,1,77,69
COR20,699,20,Coreia do Sul,I,AFC,22,Estrela Coreia do Sul,ATA,Al-Hilal,Destaque,Brilhante,1,75,69
ÁFR01,700,1,África do Sul,I,CAF,57,Escudo África do Sul,ESP,—,Escudo,Brilhante,1,,71
ÁFR02,701,2,África do Sul,I,CAF,57,Grupo I — África do Sul,ESP,—,Grupo,Normal,0,,71
ÁFR03,702,3,África do Sul,I,CAF,57,Diop,GOL,Wydad,Goleiro,Normal,0,67,71
ÁFR04,703,4,África do Sul,I,CAF,57,Ndiaye,GOL,Mamelodi Sundowns,Goleiro,Normal,0,67,71
ÁFR05,704,5,África do Sul,I,CAF,57,Fall,ZAG,TP Mazembe,Jogador,Normal,0,67,71
ÁFR06,705,6,África do Sul,I,CAF,57,Traore,ZAG,Espérance Tunis,Jogador,Normal,0,73,71
ÁFR07,706,7,África do Sul,I,CAF,57,Osei,ZAG,Asante Kotoko,Jogador,Normal,0,69,71
ÁFR08,707,8,África do Sul,I,CAF,57,Coulibaly,LAT,Kaizer Chiefs,Jogador,Normal,0,70,71
ÁFR09,708,9,África do Sul,I,CAF,57,Mbaye,LAT,Al-Ahly,Jogador,Normal,0,68,71
ÁFR10,709,10,África do Sul,I,CAF,57,Traore,VOL,Raja Casablanca,Jogador,Normal,0,67,71
ÁFR11,710,11,África do Sul,I,CAF,57,Osei,MEI,Mamelodi Sundowns,Jogador,Normal,0,66,71
ÁFR12,711,12,África do Sul,I,CAF,57,Asante,MEI,Zamalek,Jogador,Normal,0,68,71
ÁFR13,712,13,África do Sul,I,CAF,57,Traore,ATA,Zamalek,Jogador,Normal,0,69,71
ÁFR14,713,14,África do Sul,I,CAF,57,Keita,ATA,Mamelodi Sundowns,Jogador,Normal,0,62,71
ÁFR15,714,15,África do Sul,I,CAF,57,Diallo,ATA,Espérance Tunis,Jogador,Normal,0,70,71
ÁFR16,715,16,África do Sul,I,CAF,57,Diallo,ATA,Mamelodi Sundowns,Jogador,Normal,0,67,71
ÁFR17,716,17,África do Sul,I,CAF,57,Coulibaly,ATA,TP Mazembe,Jogador,Normal,0,63,71
ÁFR18,717,18,África do Sul,I,CAF,57,Koné,ATA,Asante Kotoko,Jogador,Normal,0,71,71
ÁFR19,718,19,África do Sul,I,CAF,57,Estrela África do Sul,ATA,Wydad,Estrela,Brilhante,1,69,71
ÁFR20,719,20,África do Sul,I,CAF,57,Estrela África do Sul,ATA,Wydad,Destaque,Brilhante,1,70,71
IRÃ01,720,1,Irã,I,AFC,21,Escudo Irã,ESP,—,Escudo,Brilhante,1,,73
IRÃ02,721,2,Irã,I,AFC,21,Grupo I — Irã,ESP,—,Grupo,Normal,0,,73
IRÃ03,722,3,Irã,I,AFC,21,Yoshida,GOL,Ulsan,Goleiro,Normal,0,78,73
IRÃ04,723,4,Irã,I,AFC,21,Morita,GOL,Urawa Reds,Goleiro,Normal,0,76,73
IRÃ05,724,5,Irã,I,AFC,21,Al-Buraikan,ZAG,Yokohama FM,Jogador,Normal,0,73,73
IRÃ06,725,6,Irã,I,AFC,21,Choi,ZAG,Melbourne City,Jogador,Normal,0,80,73
IRÃ07,726,7,Irã,I,AFC,21,Al-Dawsari,ZAG,Melbourne City,Jogador,Normal,0,77,73
IRÃ08,727,8,Irã,I,AFC,21,Morita,LAT,Al-Hilal,Jogador,Normal,0,79,73
IRÃ09,728,9,Irã,I,AFC,21,Kagawa,LAT,Kashima Antlers,Jogador,Normal,0,79,73
IRÃ10,729,10,Irã,I,AFC,21,Endo,VOL,Al-Ittihad,Jogador,Normal,0,71,73
IRÃ11,730,11,Irã,I,AFC,21,Kagawa,MEI,Jeonbuk,Jogador,Normal,0,78,73
